Publication Number, citing_patents, cited_patents, Title (English), applicant_cleaned
"EP2784162B1","US10000772B2; US10077445B2; WO2016049163A2; WO2016049251A1; WO2016069591A2; WO2016182893A1; WO2016205728A1; WO2016205745A2; WO2017069958A2; WO2017070605A1; WO2017074788A1; WO2017075451A1; WO2017075465A1; WO2017075478A2; WO2017147196A1; WO2017161325A1; WO2017219027A1; WO2018013840A1; WO2018035250A1; WO2018035364A1; WO2018049025A2; WO2018067991A1","EP2571512A1; EP264166A1; EP2771468A1; RO101W; US20030087817A1; US20090100536A1; US20100076057A1; US20110059502A1; US20130074611A1; US20130074819A1; US20130074825A1; US4186183A; US4217344A; US4235871A; US4261975A; US4485054A; US4501728A; US4774085A; US4797368A; US4837028A; US4873316A; US4897355A; US4946787A; US4952496A; US5049386A; US5173414A; US6603061B1; US7868149B2; US9405700B2; USPP14105035P; USPP201261652086P; USPP201261716256P; USPP201261717324P; USPP201261734256P; USPP201261736527P; USPP201261738355P; USPP201361716256P; USPP201361736527P; USPP201361748427P; USPP201361757640P; USPP201361758468P; USPP201361765576P; USPP201361769046P; USPP201361791409P; USPP201361802174P; USPP201361806375P; USPP201361814263P; USPP201361819803P; USPP201361828130P; USPP201361835931P; USPP201361836127P; USPP201461652086P; USPP201461757640P; USPP201461769046P; USPP201461791409P; USPP201461802174P; USPP201461806375P; USPP201461819803P; USPP201461835931P; USPP201461836127P; USPP201561748427P; USPP201561758468P; USPP61734256P; USPP61738355P; USPP61765576P; USPP73652712P; USPP736527P; USPP74842713P; USPP748427P; USPP75846813P; USPP758468P; USPP76904613P; USPP769046P; USPP79140913P; USPP791409P; USPP80217413P; USPP802174P; USPP80637513P; USPP806375P; USPP81426313P; USPP814263P; USPP81980313P; USPP819803P; USPP82813013P; USPP828130P; USPP83593113P; USPP835931P; USPP83612713P; USPP836127P; WO1991016024A1; WO1991017424A1; WO1993024641A2; WO2011146121A1; WO2013176772A1; WO2014065596A1; WO2014089290A1; WO2014093595A1; WO2014093661A2; WO2014093712A1; WO2014099744A1","Engineering of systems, methods and optimized guide compositions for sequence manipulation","BROAD INST INC; HARVARD COLLEGE; MASSACHUSETTS INST TECHNOLOGY"
